Winner,First_pokemon,Second_pokemon,WTag
627,627,585,1
302,302,764,1
386,564,386,2
732,732,1,1
679,679,28,1
563,268,563,2
739,602,739,2
715,190,715,2
602,593,602,2
350,768,350,2
780,619,780,2
674,674,581,1
428,428,353,1
703,703,799,1
203,493,203,2
21,21,688,1
71,71,16,1
252,374,252,2
326,202,326,2
550,550,415,1
628,628,661,1
384,384,119,1
589,381,589,2
158,44,158,2
466,474,466,2
521,461,521,2
42,42,113,1
477,477,265,1
177,448,177,2
114,110,114,2
472,472,505,1
137,573,137,2
523,369,523,2
757,69,757,2
629,681,629,2
570,588,570,2
412,412,775,1
690,502,690,2
674,674,387,1
339,339,495,1
192,192,312,1
467,140,467,2
134,335,134,2
554,598,554,2
358,587,358,2
788,96,788,2
340,340,631,1
387,661,387,2
271,578,271,2
678,678,607,1
21,621,21,2
152,152,789,1
702,596,702,2
516,516,536,1
313,671,313,2
776,776,334,1
527,278,527,2
361,624,361,2
607,545,607,2
367,238,367,2
423,591,423,2
679,679,325,1
265,265,321,1
169,169,768,1
563,208,563,2
325,325,241,1
453,453,730,1
43,2,43,2
316,316,607,1
637,637,111,1
103,421,103,2
367,529,367,2
366,661,366,2
773,190,773,2
726,230,726,2
397,681,397,2
424,431,424,2
566,100,566,2
498,498,383,1
461,461,17,1
30,239,30,2
418,293,418,2
339,734,339,2
772,772,681,1
508,25,508,2
760,126,760,2
131,131,663,1
465,465,122,1
606,606,4,1
539,502,539,2
244,185,244,2
163,163,453,1
438,438,133,1
572,34,572,2
387,387,621,1
345,77,345,2
622,88,622,2
132,196,132,2
285,210,285,2
101,101,291,1
467,551,467,2
598,598,317,1
752,305,752,2
37,37,672,1
250,250,357,1
301,88,301,2
695,695,360,1
491,491,382,1
710,710,567,1
576,576,520,1
740,740,199,1
278,278,18,1
59,59,481,1
593,374,593,2
555,73,555,2
756,113,756,2
572,572,465,1
135,670,135,2
656,460,656,2
259,259,227,1
633,633,668,1
195,227,195,2
196,376,196,2
370,370,247,1
135,92,135,2
461,461,463,1
570,570,289,1
496,110,496,2
707,707,571,1
505,600,505,2
648,648,42,1
42,42,82,1
263,263,766,1
541,689,541,2
677,677,362,1
103,103,344,1
353,120,353,2
244,244,146,1
744,113,744,2
630,630,683,1
351,317,351,2
647,647,17,1
748,748,526,1
99,417,99,2
792,792,706,1
498,81,498,2
273,273,395,1
407,238,407,2
448,448,227,1
201,578,201,2
668,668,56,1
516,385,516,2
709,709,89,1
703,575,703,2
109,130,109,2
248,248,182,1
525,525,740,1
723,364,723,2
235,86,235,2
562,562,225,1
495,584,495,2
627,627,481,1
557,557,446,1
617,617,333,1
63,497,63,2
756,43,756,2
590,221,590,2
717,372,717,2
249,249,251,1
303,517,303,2
495,495,768,1
793,793,665,1
112,111,112,2
728,728,680,1
443,698,443,2
674,495,674,2
181,668,181,2
259,259,347,1
758,758,751,1
376,376,195,1
493,577,493,2
314,314,62,1
125,689,125,2
444,765,444,2
745,745,644,1
110,530,110,2
168,689,168,2
487,487,587,1
693,693,408,1
625,498,625,2
383,108,383,2
463,338,463,2
219,35,219,2
496,496,720,1
495,292,495,2
377,604,377,2
258,258,149,1
557,557,11,1
61,691,61,2
518,518,402,1
609,609,302,1
716,716,254,1
687,687,609,1
212,212,330,1
644,644,176,1
103,103,271,1
354,207,354,2
23,366,23,2
302,454,302,2
276,276,86,1
71,71,768,1
193,137,193,2
352,352,105,1
647,285,647,2
601,578,601,2
592,592,292,1
710,710,271,1
737,737,288,1
705,705,287,1
755,755,487,1
772,772,554,1
537,378,537,2
410,680,410,2
519,446,519,2
135,380,135,2
505,230,505,2
567,69,567,2
344,759,344,2
438,438,497,1
542,542,334,1
492,304,492,2
439,733,439,2
633,218,633,2
443,443,404,1
476,108,476,2
406,406,94,1
363,73,363,2
68,68,659,1
164,678,164,2
250,250,238,1
315,315,660,1
434,434,627,1
694,694,136,1
97,504,97,2
79,597,79,2
531,531,529,1
76,81,76,2
540,607,540,2
499,199,499,2
437,471,437,2
603,338,603,2
61,483,61,2
570,570,113,1
718,718,488,1
308,200,308,2
334,235,334,2
314,314,563,1
614,614,604,1
768,768,665,1
783,783,681,1
101,526,101,2
686,386,686,2
619,376,619,2
214,214,79,1
625,300,625,2
764,764,529,1
610,61,610,2
537,783,537,2
469,469,692,1
603,733,603,2
524,545,524,2
690,627,690,2
449,790,449,2
422,566,422,2
526,607,526,2
596,360,596,2
563,563,346,1
342,768,342,2
478,478,250,1
269,77,269,2
793,750,793,2
694,385,694,2
687,593,687,2
159,159,347,1
446,415,446,2
57,555,57,2
570,709,570,2
755,755,1,1
242,242,53,1
27,27,684,1
771,790,771,2
700,700,611,1
24,693,24,2
19,599,19,2
186,592,186,2
536,536,739,1
433,321,433,2
523,1,523,2
309,38,309,2
234,326,234,2
431,431,537,1
5,5,117,1
23,23,442,1
279,661,279,2
550,418,550,2
233,233,329,1
645,624,645,2
248,248,634,1
192,641,192,2
214,798,214,2
792,792,89,1
62,566,62,2
581,581,750,1
138,221,138,2
699,403,699,2
147,253,147,2
106,126,106,2
166,525,166,2
169,565,169,2
25,390,25,2
224,224,318,1
450,450,35,1
401,324,401,2
552,552,293,1
441,441,403,1
133,133,664,1
361,243,361,2
718,584,718,2
635,296,635,2
125,130,125,2
557,287,557,2
521,145,521,2
707,707,304,1
306,306,190,1
613,385,613,2
540,540,742,1
263,389,263,2
260,596,260,2
253,464,253,2
614,614,187,1
20,270,20,2
306,143,306,2
101,304,101,2
307,269,307,2
745,745,43,1
596,596,267,1
67,492,67,2
339,542,339,2
339,76,339,2
380,515,380,2
165,478,165,2
503,503,181,1
328,505,328,2
646,646,79,1
734,734,190,1
392,395,392,2
269,269,462,1
692,692,463,1
546,36,546,2
528,713,528,2
32,689,32,2
749,465,749,2
112,112,683,1
569,569,615,1
159,343,159,2
421,421,458,1
280,280,402,1
249,249,172,1
299,299,764,1
660,660,583,1
134,691,134,2
692,452,692,2
31,115,31,2
539,774,539,2
234,14,234,2
122,122,266,1
100,100,722,1
667,667,290,1
60,516,60,2
674,378,674,2
85,294,85,2
531,531,280,1
317,317,164,1
156,156,746,1
582,582,289,1
68,666,68,2
493,168,493,2
432,432,415,1
411,389,411,2
358,358,650,1
351,351,251,1
438,565,438,2
340,684,340,2
135,401,135,2
645,594,645,2
701,701,397,1
501,132,501,2
216,216,625,1
713,713,331,1
465,465,502,1
156,140,156,2
495,495,707,1
797,711,797,2
598,598,39,1
437,377,437,2
582,582,348,1
260,260,729,1
601,491,601,2
200,200,594,1
13,13,277,1
683,111,683,2
525,525,88,1
777,777,385,1
480,171,480,2
27,27,105,1
676,379,676,2
296,296,363,1
260,445,260,2
254,254,399,1
158,158,115,1
580,580,755,1
403,591,403,2
163,163,260,1
585,220,585,2
638,638,664,1
196,196,94,1
539,539,269,1
121,121,226,1
638,638,491,1
543,543,405,1
261,261,167,1
279,122,279,2
259,55,259,2
91,91,117,1
756,756,442,1
538,197,538,2
91,562,91,2
633,277,633,2
533,464,533,2
129,411,129,2
658,132,658,2
441,441,194,1
16,461,16,2
26,26,162,1
549,549,466,1
629,629,319,1
492,492,491,1
275,231,275,2
580,434,580,2
245,221,245,2
280,100,280,2
279,279,112,1
100,296,100,2
623,415,623,2
417,417,218,1
508,508,743,1
426,426,560,1
136,136,754,1
25,102,25,2
366,591,366,2
307,307,342,1
690,575,690,2
207,207,292,1
380,238,380,2
560,560,557,1
79,79,642,1
208,312,208,2
674,674,448,1
561,220,561,2
229,229,82,1
431,431,558,1
284,113,284,2
750,368,750,2
611,611,669,1
677,677,341,1
148,593,148,2
766,758,766,2
429,429,385,1
268,268,60,1
79,458,79,2
28,28,605,1
361,266,361,2
667,667,659,1
69,657,69,2
320,345,320,2
193,573,193,2
340,340,373,1
608,478,608,2
514,461,514,2
572,523,572,2
530,750,530,2
374,667,374,2
142,142,587,1
128,128,459,1
614,453,614,2
315,315,460,1
657,657,297,1
332,294,332,2
603,603,627,1
216,216,400,1
26,279,26,2
157,455,157,2
758,758,304,1
175,175,486,1
273,273,612,1
27,27,665,1
487,487,452,1
272,123,272,2
737,628,737,2
466,223,466,2
524,712,524,2
571,334,571,2
314,314,160,1
549,549,313,1
758,758,222,1
498,498,175,1
13,13,76,1
570,570,259,1
701,701,652,1
592,289,592,2
282,789,282,2
131,242,131,2
340,340,11,1
26,26,641,1
667,586,667,2
538,379,538,2
570,610,570,2
138,138,439,1
431,255,431,2
83,83,25,1
31,416,31,2
250,97,250,2
676,50,676,2
619,619,334,1
167,197,167,2
673,791,673,2
280,280,676,1
691,450,691,2
478,657,478,2
443,637,443,2
573,738,573,2
24,24,123,1
586,436,586,2
284,284,73,1
732,732,292,1
381,381,150,1
414,414,119,1
206,796,206,2
593,215,593,2
516,516,660,1
482,482,354,1
590,771,590,2
59,737,59,2
686,686,653,1
800,800,11,1
561,561,176,1
746,746,460,1
405,405,593,1
685,693,685,2
766,70,766,2
712,712,74,1
438,438,720,1
51,51,763,1
151,151,87,1
635,635,344,1
668,189,668,2
288,488,288,2
677,318,677,2
381,406,381,2
274,274,386,1
270,19,270,2
704,789,704,2
797,797,761,1
410,390,410,2
171,171,579,1
787,35,787,2
27,449,27,2
414,414,31,1
164,164,129,1
335,372,335,2
477,477,597,1
438,795,438,2
51,488,51,2
424,520,424,2
234,456,234,2
4,4,194,1
154,154,415,1
448,662,448,2
160,160,641,1
528,790,528,2
272,272,487,1
47,47,683,1
84,462,84,2
307,475,307,2
59,87,59,2
212,212,720,1
529,390,529,2
525,525,175,1
170,387,170,2
695,747,695,2
245,392,245,2
613,613,129,1
686,235,686,2
398,265,398,2
7,170,7,2
349,628,349,2
196,594,196,2
550,514,550,2
677,677,433,1
698,698,510,1
286,286,391,1
414,414,393,1
688,688,403,1
193,348,193,2
443,266,443,2
217,217,644,1
732,732,309,1
800,129,800,2
147,286,147,2
296,296,289,1
426,426,173,1
766,766,628,1
622,482,622,2
174,487,174,2
130,194,130,2
86,86,68,1
336,661,336,2
202,202,356,1
154,154,799,1
4,640,4,2
456,456,753,1
520,502,520,2
793,463,793,2
660,691,660,2
278,386,278,2
99,235,99,2
309,309,636,1
101,101,400,1
746,160,746,2
634,150,634,2
694,694,319,1
507,601,507,2
536,536,98,1
230,759,230,2
383,178,383,2
728,728,256,1
772,487,772,2
519,218,519,2
707,707,386,1
748,592,748,2
569,569,567,1
799,799,722,1
193,377,193,2
178,178,284,1
23,23,48,1
405,405,407,1
409,298,409,2
444,642,444,2
584,584,134,1
543,3,543,2
410,410,368,1
715,537,715,2
497,294,497,2
387,387,224,1
613,558,613,2
516,516,193,1
138,344,138,2
161,161,767,1
628,639,628,2
39,640,39,2
467,629,467,2
567,567,312,1
599,599,480,1
513,513,709,1
104,357,104,2
165,752,165,2
663,626,663,2
187,187,189,1
498,498,34,1
554,554,800,1
438,438,604,1
588,588,139,1
442,104,442,2
352,500,352,2
450,329,450,2
467,363,467,2
376,54,376,2
209,209,18,1
32,348,32,2
674,171,674,2
26,26,411,1
585,564,585,2
508,508,220,1
265,265,4,1
616,423,616,2
582,582,318,1
259,650,259,2
416,363,416,2
275,275,228,1
469,61,469,2
63,63,620,1
798,126,798,2
92,628,92,2
347,347,227,1
48,48,651,1
110,110,151,1
276,425,276,2
39,39,719,1
152,215,152,2
754,754,337,1
350,425,350,2
288,288,240,1
344,670,344,2
8,8,726,1
139,99,139,2
495,601,495,2
444,609,444,2
675,790,675,2
792,792,8,1
613,613,342,1
116,116,719,1
583,372,583,2
703,703,299,1
358,358,644,1
580,447,580,2
751,751,783,1
252,252,461,1
633,178,633,2
76,294,76,2
491,92,491,2
628,17,628,2
205,63,205,2
204,204,387,1
71,205,71,2
715,331,715,2
709,709,641,1
747,623,747,2
92,105,92,2
507,644,507,2
475,539,475,2
522,522,319,1
646,646,284,1
394,394,443,1
87,463,87,2
130,130,245,1
597,34,597,2
42,42,779,1
641,258,641,2
478,478,667,1
467,467,228,1
430,430,614,1
133,133,709,1
727,161,727,2
378,378,328,1
214,214,260,1
406,575,406,2
60,14,60,2
723,305,723,2
642,403,642,2
748,130,748,2
313,696,313,2
465,465,16,1
424,422,424,2
8,785,8,2
588,610,588,2
104,447,104,2
484,484,692,1
99,434,99,2
232,232,628,1
596,596,283,1
796,796,176,1
333,588,333,2
707,707,758,1
762,235,762,2
356,607,356,2
374,491,374,2
708,708,698,1
535,399,535,2
443,582,443,2
255,722,255,2
583,583,177,1
631,631,578,1
121,121,630,1
764,113,764,2
284,284,324,1
687,687,454,1
107,457,107,2
16,739,16,2
102,584,102,2
543,619,543,2
748,624,748,2
421,421,174,1
705,124,705,2
301,641,301,2
258,258,564,1
263,671,263,2
744,262,744,2
47,47,415,1
793,282,793,2
258,686,258,2
300,191,300,2
253,408,253,2
502,86,502,2
39,189,39,2
162,734,162,2
31,31,117,1
181,181,662,1
442,784,442,2
697,697,259,1
745,745,437,1
747,372,747,2
184,184,367,1
293,363,293,2
235,188,235,2
430,430,658,1
85,326,85,2
778,778,389,1
487,134,487,2
63,17,63,2
138,138,101,1
584,287,584,2
51,251,51,2
293,258,293,2
245,245,567,1
181,41,181,2
79,79,739,1
794,668,794,2
228,381,228,2
233,464,233,2
724,724,524,1
273,273,82,1
303,303,664,1
587,105,587,2
729,101,729,2
438,686,438,2
704,704,662,1
394,668,394,2
585,734,585,2
165,426,165,2
350,613,350,2
718,718,136,1
697,697,145,1
643,617,643,2
444,403,444,2
706,458,706,2
732,719,732,2
576,576,361,1
699,408,699,2
706,16,706,2
437,73,437,2
138,138,750,1
381,294,381,2
135,186,135,2
410,222,410,2
549,68,549,2
536,382,536,2
697,529,697,2
367,317,367,2
260,260,442,1
272,272,789,1
700,798,700,2
528,528,215,1
670,323,670,2
536,536,525,1
5,5,579,1
736,217,736,2
741,741,325,1
697,697,446,1
370,370,757,1
317,317,702,1
630,211,630,2
723,289,723,2
2,2,53,1
137,68,137,2
513,513,545,1
276,412,276,2
432,432,337,1
745,188,745,2
406,731,406,2
272,514,272,2
337,688,337,2
514,514,762,1
469,377,469,2
676,676,470,1
437,437,439,1
4,601,4,2
311,311,599,1
259,259,470,1
574,209,574,2
336,336,222,1
780,517,780,2
737,737,525,1
563,563,673,1
275,275,420,1
369,98,369,2
87,395,87,2
786,636,786,2
616,616,140,1
135,135,332,1
767,626,767,2
18,18,289,1
662,37,662,2
115,267,115,2
134,134,725,1
286,286,29,1
425,449,425,2
798,176,798,2
446,446,620,1
587,675,587,2
581,581,45,1
211,211,103,1
58,58,153,1
716,279,716,2
27,27,88,1
792,673,792,2
398,398,231,1
453,771,453,2
300,300,722,1
671,788,671,2
304,211,304,2
563,661,563,2
319,235,319,2
685,685,238,1
103,103,582,1
273,562,273,2
583,243,583,2
408,408,585,1
637,637,665,1
83,83,231,1
7,141,7,2
398,398,351,1
787,333,787,2
227,324,227,2
142,384,142,2
131,131,680,1
406,638,406,2
264,264,579,1
164,119,164,2
35,35,456,1
205,689,205,2
277,531,277,2
772,379,772,2
497,670,497,2
715,715,140,1
507,507,564,1
690,690,167,1
565,435,565,2
354,354,343,1
213,213,486,1
794,794,208,1
622,622,29,1
752,44,752,2
176,237,176,2
371,235,371,2
616,631,616,2
8,781,8,2
223,223,578,1
71,490,71,2
476,476,223,1
439,512,439,2
340,340,58,1
299,299,617,1
426,426,136,1
427,427,268,1
604,89,604,2
450,450,332,1
121,121,584,1
589,82,589,2
301,301,56,1
72,593,72,2
772,772,645,1
385,150,385,2
212,212,193,1
149,45,149,2
251,251,378,1
187,38,187,2
730,730,252,1
713,713,690,1
581,439,581,2
13,156,13,2
787,787,128,1
438,174,438,2
727,727,26,1
478,310,478,2
778,697,778,2
186,186,292,1
496,737,496,2
561,10,561,2
266,639,266,2
547,547,51,1
431,431,517,1
106,291,106,2
21,21,741,1
487,487,325,1
441,441,763,1
59,364,59,2
596,15,596,2
83,121,83,2
749,258,749,2
219,688,219,2
346,346,456,1
484,484,418,1
303,330,303,2
517,517,378,1
499,499,93,1
498,309,498,2
713,654,713,2
8,8,26,1
24,130,24,2
71,71,383,1
572,115,572,2
622,622,190,1
377,377,361,1
633,559,633,2
95,227,95,2
697,697,666,1
84,582,84,2
1,762,1,2
658,658,613,1
109,109,178,1
270,593,270,2
387,62,387,2
552,29,552,2
131,623,131,2
261,261,273,1
557,570,557,2
280,280,1,1
101,477,101,2
154,346,154,2
507,507,189,1
311,311,11,1
511,56,511,2
537,537,81,1
212,302,212,2
401,401,18,1
199,199,541,1
83,382,83,2
621,621,738,1
71,71,659,1
396,396,667,1
20,20,145,1
779,625,779,2
219,219,25,1
670,241,670,2
102,102,366,1
794,309,794,2
141,227,141,2
306,252,306,2
693,660,693,2
615,82,615,2
301,751,301,2
82,297,82,2
726,735,726,2
565,571,565,2
387,440,387,2
418,194,418,2
725,725,440,1
649,649,216,1
181,587,181,2
760,178,760,2
469,223,469,2
313,313,632,1
613,613,596,1
687,325,687,2
434,104,434,2
217,363,217,2
341,341,309,1
329,329,304,1
384,384,363,1
67,67,310,1
388,388,221,1
284,529,284,2
171,168,171,2
534,2,534,2
641,120,641,2
167,167,584,1
565,565,311,1
380,373,380,2
427,427,758,1
341,283,341,2
185,185,50,1
697,697,124,1
375,375,509,1
272,272,361,1
478,478,431,1
545,173,545,2
209,171,209,2
708,708,439,1
366,366,758,1
543,523,543,2
713,713,750,1
512,512,389,1
497,497,665,1
774,774,602,1
656,604,656,2
540,540,605,1
423,423,361,1
280,522,280,2
691,126,691,2
469,291,469,2
423,287,423,2
205,205,524,1
632,632,720,1
740,620,740,2
347,347,290,1
561,87,561,2
136,136,17,1
146,146,105,1
546,637,546,2
451,50,451,2
800,800,673,1
276,276,768,1
264,731,264,2
432,432,373,1
413,283,413,2
155,155,791,1
552,552,590,1
704,700,704,2
156,474,156,2
467,361,467,2
508,60,508,2
213,213,442,1
196,196,325,1
382,161,382,2
157,157,555,1
406,406,636,1
398,61,398,2
71,71,690,1
725,725,485,1
475,319,475,2
697,698,697,2
341,341,117,1
403,403,49,1
591,591,738,1
760,470,760,2
428,50,428,2
393,390,393,2
518,518,725,1
791,791,781,1
548,548,594,1
472,402,472,2
473,650,473,2
170,558,170,2
590,330,590,2
85,88,85,2
513,513,296,1
127,127,285,1
307,84,307,2
656,656,555,1
200,346,200,2
570,50,570,2
701,701,83,1
681,156,681,2
135,135,665,1
59,307,59,2
142,604,142,2
369,369,447,1
84,84,321,1
702,652,702,2
781,635,781,2
521,253,521,2
314,314,383,1
274,755,274,2
709,304,709,2
334,607,334,2
715,709,715,2
212,352,212,2
717,717,607,1
714,714,687,1
158,493,158,2
664,456,664,2
448,439,448,2
531,718,531,2
550,550,771,1
463,463,213,1
116,116,218,1
152,152,218,1
30,30,269,1
300,206,300,2
9,9,787,1
276,276,736,1
775,775,459,1
732,116,732,2
729,257,729,2
306,306,283,1
9,535,9,2
362,355,362,2
192,192,507,1
699,149,699,2
608,15,608,2
139,139,566,1
459,459,625,1
635,278,635,2
155,155,439,1
485,378,485,2
519,49,519,2
192,192,452,1
549,284,549,2
143,378,143,2
586,586,538,1
744,433,744,2
549,549,96,1
60,60,304,1
405,774,405,2
600,600,597,1
585,58,585,2
211,211,390,1
147,147,143,1
765,779,765,2
465,596,465,2
649,9,649,2
570,570,299,1
548,548,399,1
31,31,452,1
783,783,661,1
542,542,523,1
68,509,68,2
275,275,76,1
44,564,44,2
70,272,70,2
50,50,86,1
675,111,675,2
248,38,248,2
509,149,509,2
336,336,241,1
55,55,268,1
472,472,341,1
112,112,406,1
768,180,768,2
196,196,176,1
131,767,131,2
569,569,88,1
111,41,111,2
142,442,142,2
8,622,8,2
553,553,476,1
508,508,497,1
138,446,138,2
95,95,224,1
397,462,397,2
718,718,730,1
366,577,366,2
177,177,517,1
257,257,210,1
708,708,143,1
105,105,652,1
61,357,61,2
129,282,129,2
164,413,164,2
535,482,535,2
263,67,263,2
11,11,360,1
347,149,347,2
512,70,512,2
792,792,520,1
685,354,685,2
490,519,490,2
93,93,767,1
145,403,145,2
521,521,630,1
712,789,712,2
372,328,372,2
142,142,750,1
99,99,129,1
440,440,594,1
494,494,63,1
382,287,382,2
268,404,268,2
340,738,340,2
627,627,625,1
279,279,365,1
503,503,45,1
178,439,178,2
714,488,714,2
768,22,768,2
365,40,365,2
679,527,679,2
591,601,591,2
6,6,47,1
512,289,512,2
729,729,308,1
746,592,746,2
554,534,554,2
107,346,107,2
11,60,11,2
55,55,315,1
557,562,557,2
566,566,14,1
288,288,10,1
537,537,783,1
536,536,450,1
732,582,732,2
255,566,255,2
669,669,681,1
676,676,738,1
763,763,458,1
624,526,624,2
279,279,290,1
514,514,395,1
229,229,562,1
283,208,283,2
510,390,510,2
326,326,617,1
109,692,109,2
40,344,40,2
693,693,668,1
487,487,601,1
570,221,570,2
643,643,661,1
187,509,187,2
201,140,201,2
711,597,711,2
278,237,278,2
528,143,528,2
628,628,225,1
624,325,624,2
97,231,97,2
604,604,784,1
6,6,318,1
26,770,26,2
533,47,533,2
702,702,602,1
472,506,472,2
744,744,470,1
154,764,154,2
369,310,369,2
296,514,296,2
408,363,408,2
467,461,467,2
68,392,68,2
456,456,447,1
688,591,688,2
345,345,143,1
422,356,422,2
413,413,445,1
119,119,239,1
615,208,615,2
686,686,796,1
549,774,549,2
152,152,221,1
766,766,576,1
737,380,737,2
368,369,368,2
551,551,82,1
538,538,636,1
658,658,721,1
262,262,1,1
347,347,150,1
776,334,776,2
615,627,615,2
563,298,563,2
514,514,640,1
631,684,631,2
274,582,274,2
398,398,119,1
273,273,796,1
436,97,436,2
214,691,214,2
702,702,413,1
223,223,450,1
26,736,26,2
625,625,360,1
38,201,38,2
520,47,520,2
22,22,52,1
257,257,385,1
526,578,526,2
30,582,30,2
688,688,140,1
474,346,474,2
278,278,733,1
560,642,560,2
696,486,696,2
551,351,551,2
513,513,138,1
162,162,497,1
272,272,252,1
302,617,302,2
156,156,725,1
635,230,635,2
798,798,784,1
359,122,359,2
349,349,487,1
718,765,718,2
432,619,432,2
627,627,72,1
598,283,598,2
559,669,559,2
453,729,453,2
532,532,224,1
63,63,37,1
631,631,666,1
58,58,400,1
620,331,620,2
9,763,9,2
58,47,58,2
478,478,764,1
735,735,255,1
138,572,138,2
677,412,677,2
151,151,652,1
135,150,135,2
67,67,235,1
244,657,244,2
717,717,520,1
384,384,664,1
343,343,171,1
339,339,623,1
680,680,92,1
191,665,191,2
76,76,331,1
362,340,362,2
145,512,145,2
163,558,163,2
57,703,57,2
729,359,729,2
103,734,103,2
706,706,311,1
142,91,142,2
490,371,490,2
418,390,418,2
214,178,214,2
426,645,426,2
550,621,550,2
435,435,774,1
355,355,497,1
542,542,99,1
616,257,616,2
550,550,223,1
272,789,272,2
58,799,58,2
715,258,715,2
668,668,374,1
250,250,634,1
158,158,565,1
614,200,614,2
154,786,154,2
163,163,8,1
726,726,233,1
365,365,460,1
513,513,776,1
705,168,705,2
496,474,496,2
474,148,474,2
413,413,308,1
424,424,190,1
542,89,542,2
148,148,187,1
288,288,696,1
513,513,538,1
557,205,557,2
793,793,5,1
28,28,501,1
441,211,441,2
488,733,488,2
276,276,473,1
447,447,753,1
498,604,498,2
110,110,571,1
665,665,577,1
422,239,422,2
637,637,98,1
392,312,392,2
51,10,51,2
300,250,300,2
164,164,333,1
443,443,733,1
276,276,565,1
256,256,52,1
303,151,303,2
517,517,353,1
465,465,197,1
495,537,495,2
547,547,282,1
71,634,71,2
178,178,636,1
81,304,81,2
413,320,413,2
658,658,642,1
179,188,179,2
537,537,49,1
467,749,467,2
525,525,258,1
446,446,179,1
426,675,426,2
232,232,37,1
698,698,460,1
1,374,1,2
668,456,668,2
168,168,312,1
389,389,337,1
364,391,364,2
394,297,394,2
727,727,375,1
727,292,727,2
332,332,310,1
54,54,468,1
685,685,485,1
145,60,145,2
631,473,631,2
147,147,483,1
649,274,649,2
551,551,198,1
687,687,305,1
748,748,412,1
740,740,401,1
723,148,723,2
607,267,607,2
766,766,245,1
570,209,570,2
116,531,116,2
248,248,666,1
428,107,428,2
721,721,252,1
246,364,246,2
565,291,565,2
177,510,177,2
115,515,115,2
797,667,797,2
300,52,300,2
337,120,337,2
731,731,689,1
385,255,385,2
665,733,665,2
541,575,541,2
799,799,594,1
614,253,614,2
684,194,684,2
410,646,410,2
461,275,461,2
80,80,582,1
704,704,142,1
345,94,345,2
453,580,453,2
166,166,666,1
699,335,699,2
24,261,24,2
304,304,779,1
396,396,754,1
279,114,279,2
626,626,293,1
260,260,267,1
478,478,61,1
8,764,8,2
302,302,601,1
647,462,647,2
496,488,496,2
352,352,744,1
216,744,216,2
571,626,571,2
84,459,84,2
336,336,796,1
80,780,80,2
206,395,206,2
421,421,708,1
552,552,218,1
554,317,554,2
606,230,606,2
570,570,453,1
582,582,405,1
766,766,572,1
67,691,67,2
437,575,437,2
575,45,575,2
732,357,732,2
720,566,720,2
692,436,692,2
796,10,796,2
139,735,139,2
534,534,741,1
3,3,625,1
131,469,131,2
114,199,114,2
596,407,596,2
545,545,563,1
583,583,459,1
580,580,375,1
309,309,375,1
486,402,486,2
795,219,795,2
658,54,658,2
476,745,476,2
658,112,658,2
493,746,493,2
508,69,508,2
444,444,610,1
216,119,216,2
477,477,510,1
491,491,399,1
663,416,663,2
550,58,550,2
26,465,26,2
554,287,554,2
44,44,347,1
276,324,276,2
384,743,384,2
765,765,145,1
215,215,188,1
632,632,52,1
606,377,606,2
142,529,142,2
717,717,268,1
676,676,56,1
172,611,172,2
8,8,654,1
604,642,604,2
656,656,411,1
737,737,675,1
633,665,633,2
561,599,561,2
214,214,411,1
729,729,720,1
554,554,719,1
563,563,21,1
745,413,745,2
792,628,792,2
701,701,624,1
609,49,609,2
438,438,294,1
736,736,442,1
316,560,316,2
35,639,35,2
37,37,381,1
622,295,622,2
103,103,113,1
128,128,450,1
373,282,373,2
716,716,232,1
142,2,142,2
119,625,119,2
735,735,506,1
122,122,558,1
430,430,669,1
610,610,625,1
336,336,434,1
476,128,476,2
580,392,580,2
166,47,166,2
435,333,435,2
338,376,338,2
360,132,360,2
528,528,215,1
284,757,284,2
462,462,788,1
71,607,71,2
352,762,352,2
271,461,271,2
22,47,22,2
375,375,53,1
41,674,41,2
521,521,621,1
234,544,234,2
565,474,565,2
507,507,173,1
7,566,7,2
431,96,431,2
246,246,143,1
137,689,137,2
328,468,328,2
24,24,68,1
634,567,634,2
474,474,337,1
283,283,461,1
59,59,338,1
511,512,511,2
257,257,227,1
705,237,705,2
219,281,219,2
394,482,394,2
513,513,208,1
773,773,779,1
162,40,162,2
155,65,155,2
628,628,638,1
432,432,414,1
696,489,696,2
603,631,603,2
493,493,311,1
634,447,634,2
678,654,678,2
119,199,119,2
717,310,717,2
387,387,471,1
744,662,744,2
629,629,328,1
607,607,454,1
308,771,308,2
405,203,405,2
498,498,107,1
643,643,84,1
682,682,641,1
713,713,464,1
157,157,486,1
81,81,70,1
465,465,1,1
54,680,54,2
516,434,516,2
100,100,217,1
610,610,698,1
429,661,429,2
473,473,41,1
352,352,402,1
32,197,32,2
106,242,106,2
481,481,569,1
212,172,212,2
232,232,630,1
773,773,744,1
194,669,194,2
251,251,259,1
139,685,139,2
747,747,475,1
502,502,324,1
110,110,789,1
95,95,42,1
582,687,582,2
628,229,628,2
245,245,355,1
248,248,507,1
652,58,652,2
477,477,89,1
23,23,771,1
635,795,635,2
635,11,635,2
692,441,692,2
451,451,454,1
774,754,774,2
147,147,629,1
369,262,369,2
703,785,703,2
428,428,225,1
726,726,627,1
153,527,153,2
171,171,666,1
497,357,497,2
800,203,800,2
339,291,339,2
342,342,735,1
524,524,474,1
786,786,295,1
52,52,86,1
443,201,443,2
288,510,288,2
314,314,500,1
357,357,517,1
276,529,276,2
116,116,83,1
